RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,BlueStance,BlueHeightCms,BlueReachCms,RedStance,RedHeightCms,RedReachCms,RedAge,BlueAge,Finish,FinishDetails,FinishRound,FinishRoundTime,UfcEvent,,,,,,,,,,,,,,,,
Ronny Markes,Thiago Santos,-840,660,23-03-2014,"Natal, Rio Grande do Norte, Brazil", Brazil,Blue,FALSE,Middleweight,MALE,Orthodox,187.96,193.04,Orthodox,185.42,190.5,25,30,KO/TKO,Kick,1,0:53,,,,,,,,,,,,,,,,,
Jussier Formiga,Scott Jorgensen,170,-185,23-03-2014,"Natal, Rio Grande do Norte, Brazil", Brazil,Red,FALSE,Flyweight,MALE,Orthodox,165.1,167.64,Orthodox,165.1,170.18,28,31,SUB,Rear Naked Choke,1,3:07,,,,,,,,,,,,,,,,,
Thiago Perpetuo,Kenny Robertson,-135,125,23-03-2014,"Natal, Rio Grande do Norte, Brazil", Brazil,Blue,FALSE,Welterweight,MALE,Orthodox,177.8,187.96,Orthodox,177.8,180.34,26,30,SUB,Rear Naked Choke,1,1:45,,,,,,,,,,,,,,,,,
Francimar Barroso,Hans Stringer,-135,125,23-03-2014,"Natal, Rio Grande do Norte, Brazil", Brazil,Blue,FALSE,Light Heavyweight,MALE,Orthodox,190.5,185.42,Orthodox,185.42,190.5,34,26,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Godofredo Pepey,Noad Lahat,285,-315,23-03-2014,"Natal, Rio Grande do Norte, Brazil", Brazil,Red,FALSE,Featherweight,MALE,Orthodox,175.26,175.26,Orthodox,170.18,185.42,26,29,KO/TKO,Flying Knee,1,2:39,,,,,,,,,,,,,,,,,
Johny Hendricks,Robbie Lawler,-365,328,15-03-2014,"Dallas, Texas, USA", USA,Red,TRUE,Welterweight,MALE,Southpaw,180.34,187.96,Southpaw,175.26,175.26,30,31,U-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Carlos Condit,Tyron Woodley,-200,185,15-03-2014,"Dallas, Texas, USA", USA,Blue,FALSE,Welterweight,MALE,Orthodox,175.26,187.96,Orthodox,187.96,190.5,29,31,KO/TKO,,2,2:00,,,,,,,,,,,,,,,,,
Diego Sanchez,Myles Jury,160,-170,15-03-2014,"Dallas, Texas, USA", USA,Blue,FALSE,Lightweight,MALE,Orthodox,177.8,185.42,Southpaw,177.8,182.88,32,25,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Jake Shields,Hector Lombard,160,-170,15-03-2014,"Dallas, Texas, USA", USA,Blue,FALSE,Welterweight,MALE,Southpaw,175.26,180.34,Orthodox,182.88,182.88,35,36,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Ovince Saint Preux,Nikita Krylov,-500,435,15-03-2014,"Dallas, Texas, USA", USA,Red,FALSE,Light Heavyweight,MALE,Orthodox,190.5,195.58,Southpaw,190.5,203.2,30,22,SUB,Other - Choke,1,1:29,,,,,,,,,,,,,,,,,
Kelvin Gastelum,Rick Story,-170,160,15-03-2014,"Dallas, Texas, USA", USA,Red,FALSE,Welterweight,MALE,Southpaw,175.26,180.34,Southpaw,175.26,180.34,22,29,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Raquel Pennington,Jessica Andrade,230,-250,15-03-2014,"Dallas, Texas, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE,Orthodox,154.94,157.48,Orthodox,170.18,170.18,25,22,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Dennis Bermudez,Jimy Hettes,-260,240,15-03-2014,"Dallas, Texas, USA", USA,Red,FALSE,Featherweight,MALE,Southpaw,175.26,180.34,Orthodox,167.64,167.64,27,26,KO/TKO,Knee,3,2:57,,,,,,,,,,,,,,,,,
Sean Spencer,Alex Garcia,290,-320,15-03-2014,"Dallas, Texas, USA", USA,Blue,FALSE,Welterweight,MALE,Orthodox,175.26,182.88,Southpaw,177.8,190.5,26,26,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Renee Forte,Francisco Trevino,-155,145,15-03-2014,"Dallas, Texas, USA", USA,Blue,FALSE,Lightweight,MALE,Orthodox,175.26,177.8,Orthodox,170.18,180.34,26,32,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Will Campuzano,Justin Scoggins,550,-675,15-03-2014,"Dallas, Texas, USA", USA,Blue,FALSE,Flyweight,MALE,Southpaw,170.18,167.64,Orthodox,175.26,177.8,27,21,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Bubba McDaniel,Sean Strickland,145,-155,15-03-2014,"Dallas, Texas, USA", USA,Blue,FALSE,Middleweight,MALE,Orthodox,185.42,193.04,Southpaw,190.5,190.5,30,23,,,,,,,,,,,,,,,,,,,,,
Daniel Pineda,Rob Whiteford,-210,190,15-03-2014,"Dallas, Texas, USA", USA,Blue,FALSE,Featherweight,MALE,Southpaw,175.26,175.26,Orthodox,170.18,175.26,28,30,,,,,,,,,,,,,,,,,,,,,
Alexander Gustafsson,Jimi Manuwa,-525,450,08-03-2014,"London, England, United Kingdom", United Kingdom,Red,FALSE,Light Heavyweight,MALE,Orthodox,185.42,200.66,Orthodox,195.58,200.66,27,34,KO/TKO,Knee,2,1:18,,,,,,,,,,,,,,,,,
Michael Johnson,Melvin Guillard,-150,140,08-03-2014,"London, England, United Kingdom", United Kingdom,Red,FALSE,Lightweight,MALE,Orthodox,175.26,172.72,Southpaw,177.8,185.42,27,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Brad Pickett,Neil Seery,-1000,800,08-03-2014,"London, England, United Kingdom", United Kingdom,Red,FALSE,Flyweight,MALE,Orthodox,162.56,162.56,Orthodox,167.64,172.72,35,34,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Gunnar Nelson,Omari Akhmedov,-280,255,08-03-2014,"London, England, United Kingdom", United Kingdom,Red,FALSE,Welterweight,MALE,Orthodox,182.88,185.42,Switch,180.34,182.88,25,26,SUB,Guillotine Choke,1,4:36,,,,,,,,,,,,,,,,,
Cyrille Diabate,Ilir Latifi,125,-135,08-03-2014,"London, England, United Kingdom", United Kingdom,Blue,FALSE,Light Heavyweight,MALE,Orthodox,177.8,185.42,Southpaw,198.12,205.74,40,30,SUB,Guillotine Choke,1,3:02,,,,,,,,,,,,,,,,,
Luke Barnatt,Mats Nilsson,-430,345,08-03-2014,"London, England, United Kingdom", United Kingdom,Red,FALSE,Middleweight,MALE,Orthodox,185.42,187.96,Orthodox,198.12,195.58,25,30,KO/TKO,Kick,1,4:24,,,,,,,,,,,,,,,,,
Bradley Scott,Claudio Silva,-225,205,08-03-2014,"London, England, United Kingdom", United Kingdom,Blue,FALSE,Middleweight,MALE,Southpaw,180.34,180.34,Orthodox,185.42,193.04,24,31,,,,,,,,,,,,,,,,,,,,,
Igor Araujo,Danny Mitchell,-265,225,08-03-2014,"London, England, United Kingdom", United Kingdom,Red,FALSE,Welterweight,MALE,Orthodox,187.96,187.96,Orthodox,185.42,195.58,33,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Dong Hyun Kim,John Hathaway,-290,260,01-03-2014,"Macau, China", China,Red,FALSE,Welterweight,MALE,Orthodox,185.42,190.5,Southpaw,187.96,193.04,32,26,KO/TKO,Elbow,3,1:02,,,,,,,,,,,,,,,,,
Sai Wang,Zhang Lipeng,-295,265,01-03-2014,"Macau, China", China,Blue,TRUE,Welterweight,MALE,Southpaw,180.34,180.34,Southpaw,182.88,182.88,28,23,,,,,,,,,,,,,,,,,,,,,
Matt Mitrione,Shawn Jordan,-115,105,01-03-2014,"Macau, China", China,Red,FALSE,Heavyweight,MALE,Southpaw,182.88,190.5,Switch,190.5,200.66,35,29,KO/TKO,Punch,1,4:59,,,,,,,,,,,,,,,,,
Hatsu Hioki,Ivan Menjivar,-475,420,01-03-2014,"Macau, China", China,Red,FALSE,Featherweight,MALE,Orthodox,167.64,162.56,Orthodox,180.34,177.8,30,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Kazuki Tokudome,Yui Chul Nam,185,-200,01-03-2014,"Macau, China", China,Blue,FALSE,Lightweight,MALE,Orthodox,175.26,175.26,Southpaw,180.34,185.42,26,32,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Nam Phan,Vaughan Lee,-160,150,01-03-2014,"Macau, China", China,Blue,FALSE,Bantamweight,MALE,Orthodox,167.64,167.64,Orthodox,167.64,177.8,30,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Albert Cheng,An Ying Wang,125,-135,01-03-2014,"Macau, China", China,Blue,FALSE,Welterweight,MALE,Orthodox,182.88,188,Orthodox,180.34,179.07,29,22,,,,,,,,,,,,,,,,,,,,,
Jumabieke Tuerxun,Mark Eddiva,-440,390,01-03-2014,"Macau, China", China,Blue,FALSE,Featherweight,MALE,Orthodox,172.72,172.72,Orthodox,170.18,170.18,27,28,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Ronda Rousey,Sara McMann,-360,325,22-02-2014,"Las Vegas, Nevada, USA", USA,Red,TRUE,Women's Bantamweight,FEMALE,Orthodox,167.64,167.64,Orthodox,170.18,172.72,27,33,KO/TKO,Knee,1,1:06,,,,,,,,,,,,,,,,,
Daniel Cormier,Patrick Cummins,-750,600,22-02-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE,Orthodox,187.96,193.04,Orthodox,180.34,182.88,34,33,KO/TKO,Punch,1,1:19,,,,,,,,,,,,,,,,,
Rory MacDonald,Demian Maia,-290,260,22-02-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,Southpaw,185.42,182.88,Orthodox,182.88,193.04,24,36,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Mike Pyle,TJ Waldburger,-165,155,22-02-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,Orthodox,180.34,190.5,Orthodox,182.88,187.96,38,25,KO/TKO,Elbows,3,4:03,,,,,,,,,,,,,,,,,
Robert Whittaker,Stephen Thompson,120,-130,22-02-2014,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE,Orthodox,182.88,190.5,Orthodox,182.88,185.42,23,31,KO/TKO,Punches,1,3:43,,,,,,,,,,,,,,,,,
Alexis Davis,Jessica Eye,-150,140,22-02-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE,Orthodox,167.64,167.64,Orthodox,167.64,172.72,29,27,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Raphael Assuncao,Pedro Munhoz,-270,248,22-02-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE,Orthodox,167.64,165.1,Orthodox,165.1,167.64,31,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Cody Gibson,Aljamain Sterling,280,-340,22-02-2014,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE,Orthodox,170.18,180.34,Orthodox,177.8,180.34,26,24,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Zach Makovsky,Joshua Sampo,-230,210,22-02-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Flyweight,MALE,Orthodox,162.56,162.56,Southpaw,162.56,162.56,30,29,,,,,,,,,,,,,,,,,,,,,
Rafaello Oliveira,Erik Koch,423,-480,22-02-2014,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE,Southpaw,177.8,180.34,Orthodox,172.72,180.34,32,25,KO/TKO,Punches,1,1:24,,,,,,,,,,,,,,,,,
Ernest Chavez,Yosdenis Cedeno,275,-305,22-02-2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,172.72,175.26,Orthodox,172.72,177.8,30,29,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Lyoto Machida,Gegard Mousasi,-210,190,15-02-2014,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,FALSE,Middleweight,MALE,Orthodox,187.96,193.04,Southpaw,185.42,187.96,35,28,U-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Jacare Souza,Francis Carmont,-500,435,15-02-2014,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,FALSE,Middleweight,MALE,Orthodox,190.5,198.12,Orthodox,185.42,182.88,34,32,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Erick Silva,Takenori Sato,-1100,900,15-02-2014,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,FALSE,Welterweight,MALE,Southpaw,177.8,180.34,Orthodox,182.88,187.96,29,28,KO/TKO,Punches,1,0:52,,,,,,,,,,,,,,,,,
Viscardi Andrade,Nico Musoke,-135,125,15-02-2014,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Blue,FALSE,Welterweight,MALE,Orthodox,182.88,190.5,Orthodox,180.34,190.5,29,27,,,,,,,,,,,,,,,,,,,,,
Charles Oliveira,Andy Ogle,-735,590,15-02-2014,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,FALSE,Featherweight,MALE,Orthodox,172.72,175.26,Orthodox,177.8,187.96,24,24,SUB,Triangle Choke,3,2:40,,,,,,,,,,,,,,,,,
Cristiano Marcello,Joe Proctor,230,-250,15-02-2014,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Blue,FALSE,Lightweight,MALE,Orthodox,177.8,182.88,Orthodox,175.26,182.88,36,28,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Rodrigo Damm,Ivan Jorge,150,-160,15-02-2014,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,FALSE,Lightweight,MALE,Orthodox,175.26,185.42,Orthodox,170.18,180.34,34,33,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Francisco Trinaldo,Jesse Ronson,-155,145,15-02-2014,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,FALSE,Lightweight,MALE,Southpaw,177.8,182.88,Southpaw,175.26,177.8,35,28,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Iuri Alcantara,Wilson Reis,-215,195,15-02-2014,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,FALSE,Bantamweight,MALE,Southpaw,162.56,165.1,Southpaw,175.26,180.34,33,29,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Felipe Arantes,Maximo Blanco,100,-110,15-02-2014,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,FALSE,Featherweight,MALE,Orthodox,172.72,180.34,Orthodox,172.72,185.42,26,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Ildemar Alcantara,Albert Tumenov,195,-215,15-02-2014,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Red,FALSE,Welterweight,MALE,Orthodox,180.34,185.42,Orthodox,187.96,198.12,31,22,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Douglas Silva de Andrade,Zubaira Tukhugov,-105,-105,15-02-2014,"Jaragua do Sul, Santa Catarina, Brazil", Brazil,Blue,FALSE,Featherweight,MALE,Orthodox,172.72,172.72,Orthodox,170.18,172.72,28,23,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Renan Barao,Urijah Faber,-335,305,01-02-2014,"Newark, New Jersey, USA", USA,Red,TRUE,Bantamweight,MALE,Orthodox,167.64,170.18,Orthodox,167.64,177.8,27,34,KO/TKO,Punch,1,3:42,,,,,,,,,,,,,,,,,
Jose Aldo,Ricardo Lamas,-750,600,01-02-2014,"Newark, New Jersey, USA", USA,Red,TRUE,Featherweight,MALE,Orthodox,172.72,180.34,Orthodox,170.18,177.8,27,31,U-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Frank Mir,Alistair Overeem,375,-420,01-02-2014,"Newark, New Jersey, USA", USA,Blue,FALSE,Heavyweight,MALE,Orthodox,193.04,203.2,Southpaw,190.5,200.66,34,33,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
John Lineker,Ali Bagautinov,135,-145,01-02-2014,"Newark, New Jersey, USA", USA,Blue,FALSE,Flyweight,MALE,Orthodox,162.56,165.1,Orthodox,160.02,170.18,23,28,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Jamie Varner,Abel Trujillo,-115,105,01-02-2014,"Newark, New Jersey, USA", USA,Blue,FALSE,Lightweight,MALE,Orthodox,172.72,177.8,Orthodox,172.72,182.88,29,30,KO/TKO,Punch,2,2:32,,,,,,,,,,,,,,,,,
John Makdessi,Alan Patrick,-125,115,01-02-2014,"Newark, New Jersey, USA", USA,Blue,FALSE,Lightweight,MALE,Southpaw,180.34,187.96,Orthodox,172.72,172.72,28,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Chris Cariaso,Danny Martinez,-170,160,01-02-2014,"Newark, New Jersey, USA", USA,Red,FALSE,Flyweight,MALE,Orthodox,167.64,170.18,Southpaw,160.02,160.02,32,28,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Nick Catone,Tom Watson,115,-125,01-02-2014,"Newark, New Jersey, USA", USA,Red,FALSE,Middleweight,MALE,Orthodox,185.42,185.42,Southpaw,182.88,182.88,32,31,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Al Iaquinta,Kevin Lee,-150,140,01-02-2014,"Newark, New Jersey, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,175.26,195.58,Orthodox,177.8,177.8,26,21,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Clint Hester,Andy Enz,-200,185,01-02-2014,"Newark, New Jersey, USA", USA,Red,FALSE,Middleweight,MALE,Orthodox,190.5,198.12,Orthodox,187.96,195.58,27,22,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Anthony Rocco Martin,Rashid Magomedov,130,-140,01-02-2014,"Newark, New Jersey, USA", USA,Blue,FALSE,Lightweight,MALE,Orthodox,175.26,177.8,Orthodox,182.88,185.42,24,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Neil Magny,Gasan Umalatov,135,-145,01-02-2014,"Newark, New Jersey, USA", USA,Red,FALSE,Welterweight,MALE,Orthodox,180.34,180.34,Orthodox,190.5,203.2,26,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Benson Henderson,Josh Thomson,-310,280,25-01-2014,"Chicago, Illinois, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,177.8,180.34,Southpaw,175.26,177.8,30,35,S-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Stipe Miocic,Gabriel Gonzaga,-290,260,25-01-2014,"Chicago, Illinois, USA", USA,Red,FALSE,Heavyweight,MALE,Orthodox,187.96,193.04,Orthodox,193.04,203.2,31,34,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Donald Cerrone,Adriano Martins,-170,160,25-01-2014,"Chicago, Illinois, USA", USA,Red,FALSE,Lightweight,MALE,Southpaw,177.8,182.88,Orthodox,185.42,185.42,30,31,KO/TKO,Kick,1,4:40,,,,,,,,,,,,,,,,,
Darren Elkins,Jeremy Stephens,105,-115,25-01-2014,"Chicago, Illinois, USA", USA,Blue,FALSE,Featherweight,MALE,Orthodox,172.72,180.34,Orthodox,177.8,180.34,29,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Alex Caceres,Sergio Pettis,177,-192,25-01-2014,"Chicago, Illinois, USA", USA,Red,FALSE,Bantamweight,MALE,Orthodox,167.64,175.26,Southpaw,177.8,185.42,25,20,SUB,Rear Naked Choke,3,4:39,,,,,,,,,,,,,,,,,
Eddie Wineland,Yves Jabouin,-500,400,25-01-2014,"Chicago, Illinois, USA", USA,Red,FALSE,Bantamweight,MALE,Orthodox,170.18,172.72,Orthodox,170.18,175.26,29,34,KO/TKO,Punches,2,4:16,,,,,,,,,,,,,,,,,
Junior Hernandez,Hugo Viana,290,-320,25-01-2014,"Chicago, Illinois, USA", USA,Blue,FALSE,Bantamweight,MALE,Orthodox,167.64,170.18,Orthodox,175.26,175.26,27,31,,,,,,,,,,,,,,,,,,,,,
Daron Cruickshank,Mike Rio,-240,220,25-01-2014,"Chicago, Illinois, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,177.8,180.34,Switch,172.72,182.88,28,32,KO/TKO,Kick,2,4:56,,,,,,,,,,,,,,,,,
George Sullivan,Mike Rhodes,255,-280,25-01-2014,"Chicago, Illinois, USA", USA,Red,FALSE,Welterweight,MALE,Orthodox,185.42,187.96,Orthodox,182.88,185.42,32,24,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Walt Harris,Nikita Krylov,-400,355,25-01-2014,"Chicago, Illinois, USA", USA,Blue,FALSE,Heavyweight,MALE,Orthodox,190.5,195.58,Southpaw,195.58,195.58,30,21,KO/TKO,Kick,1,0:25,,,,,,,,,,,,,,,,,
Luke Rockhold,Costas Philippou,-405,360,15-01-2014,"Duluth, Georgia, USA", USA,Red,FALSE,Middleweight,MALE,Orthodox,180.34,185.42,Southpaw,190.5,195.58,29,34,,,,,,,,,,,,,,,,,,,,,
Lorenz Larkin,Brad Tavares,-260,240,15-01-2014,"Duluth, Georgia, USA", USA,Blue,FALSE,Middleweight,MALE,Orthodox,185.42,187.96,Orthodox,180.34,182.88,27,26,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
TJ Dillashaw,Mike Easton,-330,270,15-01-2014,"Duluth, Georgia, USA", USA,Red,FALSE,Bantamweight,MALE,Southpaw,167.64,177.8,Orthodox,167.64,170.18,27,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Yoel Romero,Derek Brunson,-210,190,15-01-2014,"Duluth, Georgia, USA", USA,Red,FALSE,Middleweight,MALE,Southpaw,185.42,195.58,Southpaw,182.88,185.42,36,30,KO/TKO,Elbows,3,3:23,,,,,,,,,,,,,,,,,
John Moraga,Dustin Ortiz,-210,190,15-01-2014,"Duluth, Georgia, USA", USA,Red,FALSE,Flyweight,MALE,Orthodox,165.1,165.1,Orthodox,167.64,167.64,29,25,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Cole Miller,Sam Sicilia,-120,110,15-01-2014,"Duluth, Georgia, USA", USA,Red,FALSE,Featherweight,MALE,Orthodox,172.72,170.18,Orthodox,185.42,187.96,29,27,SUB,Rear Naked Choke,2,1:54,,,,,,,,,,,,,,,,,
Ramsey Nijem,Justin Edwards,-155,145,15-01-2014,"Duluth, Georgia, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,177.8,177.8,Orthodox,180.34,190.5,25,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Isaac Vallie-Flagg,Elias Silverio,165,-175,15-01-2014,"Duluth, Georgia, USA", USA,Blue,FALSE,Lightweight,MALE,Orthodox,180.34,185.42,Orthodox,172.72,172.72,35,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Trevor Smith,Brian Houston,-130,120,15-01-2014,"Duluth, Georgia, USA", USA,Red,FALSE,Middleweight,MALE,Orthodox,187.96,198.12,Orthodox,190.5,190.5,33,32,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Alptekin Ozkilic,Louis Smolka,-270,248,15-01-2014,"Duluth, Georgia, USA", USA,Blue,FALSE,Flyweight,MALE,Orthodox,175.26,172.72,Orthodox,165.1,165.1,27,22,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Vinc Pichel,Garett Whiteley,-150,140,15-01-2014,"Duluth, Georgia, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,182.88,182.88,Orthodox,177.8,182.88,31,33,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Charlie Brenneman,Beneil Dariush,-200,185,15-01-2014,"Duluth, Georgia, USA", USA,Blue,FALSE,Lightweight,MALE,Southpaw,177.8,182.88,Orthodox,177.8,182.88,32,24,SUB,Rear Naked Choke,1,1:45,,,,,,,,,,,,,,,,,
Tarec Saffiedine,Hyun Gyu Lim,-240,200,04-01-2014,"Singapore, Singapore", Singapore,Red,FALSE,Welterweight,MALE,Orthodox,190.5,195.58,Switch,177.8,177.8,27,28,U-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Tatsuya Kawajiri,Sean Soriano,-102,-108,04-01-2014,"Singapore, Singapore", Singapore,Red,FALSE,Featherweight,MALE,Orthodox,175.26,177.8,Orthodox,170.18,175.26,35,24,SUB,Rear Naked Choke,2,0:50,,,,,,,,,,,,,,,,,
Kiichi Kunimoto,Luiz Dutra,140,-160,04-01-2014,"Singapore, Singapore", Singapore,Red,FALSE,Welterweight,MALE,Orthodox,180.34,180.34,Orthodox,177.8,180.34,32,31,DQ,,1,2:57,,,,,,,,,,,,,,,,,
Kyung Ho Kang,Shunichi Shimizu,-325,295,04-01-2014,"Singapore, Singapore", Singapore,Red,FALSE,Bantamweight,MALE,Orthodox,165.1,167.64,Orthodox,175.26,185.42,26,28,SUB,Arm Triangle,3,3:53,,,,,,,,,,,,,,,,,
Max Holloway,Will Chope,-265,245,04-01-2014,"Singapore, Singapore", Singapore,Red,FALSE,Featherweight,MALE,Switch,193.04,193.04,Orthodox,180.34,175.26,22,23,KO/TKO,Punch,2,2:27,,,,,,,,,,,,,,,,,
Katsunori Kikuno,Quinn Mulhern,-165,155,04-01-2014,"Singapore, Singapore", Singapore,Red,FALSE,Lightweight,MALE,Orthodox,190.5,193.04,Orthodox,172.72,167.64,32,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Royston Wee,Dave Galera,175,-190,04-01-2014,"Singapore, Singapore", Singapore,Red,FALSE,Bantamweight,MALE,Orthodox,180.34,183,Orthodox,170.18,170.18,27,35,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Mairbek Taisumov,Tae Hyun Bang,-350,318,04-01-2014,"Singapore, Singapore", Singapore,Red,FALSE,Lightweight,MALE,Switch,175.26,180.34,Orthodox,175.26,185.42,25,30,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Dustin Kimura,Jon Delos Reyes,-360,325,04-01-2014,"Singapore, Singapore", Singapore,Red,FALSE,Bantamweight,MALE,Orthodox,167.64,170.18,Orthodox,170.18,180.34,24,26,SUB,Armbar,1,2:13,,,,,,,,,,,,,,,,,
Leandro Issa,Russell Doane,-120,110,04-01-2014,"Singapore, Singapore", Singapore,Blue,FALSE,Bantamweight,MALE,Orthodox,170.18,177.8,Orthodox,170.18,175.26,30,27,SUB,Triangle Choke,2,4:59,,,,,,,,,,,,,,,,,
Chris Weidman,Anderson Silva,165,-175,28-12-2013,"Las Vegas, Nevada, USA", USA,Red,TRUE,Middleweight,MALE,Southpaw,187.96,195.58,Orthodox,187.96,198.12,29,38,KO/TKO,,2,1:16,,,,,,,,,,,,,,,,,
Ronda Rousey,Miesha Tate,-680,555,28-12-2013,"Las Vegas, Nevada, USA", USA,Red,TRUE,Women's Bantamweight,FEMALE,Orthodox,167.64,165.1,Orthodox,170.18,172.72,26,27,SUB,Armbar,3,0:58,,,,,,,,,,,,,,,,,
Josh Barnett,Travis Browne,-135,125,28-12-2013,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Heavyweight,MALE,Orthodox,198.12,200.66,Orthodox,190.5,198.12,36,31,KO/TKO,Elbows,1,1:00,,,,,,,,,,,,,,,,,
Jim Miller,Fabricio Camoes,-420,375,28-12-2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,177.8,185.42,Southpaw,172.72,180.34,30,35,SUB,Armbar,1,3:42,,,,,,,,,,,,,,,,,
Dustin Poirier,Diego Brandao,-240,220,28-12-2013,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE,Orthodox,170.18,172.72,Southpaw,175.26,182.88,24,26,KO/TKO,Punches,1,4:54,,,,,,,,,,,,,,,,,
